Model_Suite,5Fold_CV_MAPE_%,5Fold_CV_RMSE,5Fold_CV_R2,Test_MAPE_%,Test_RMSE,Test_R2
Hybrid_1DCNN_XGBoost_EOL,14.430581331253052,142.1978958815784,0.7543614149093628,16.63370579481125,165.07850286871093,0.7982813715934753
Hybrid_1DCNN_XGBoost_KneePoint,14.354874789714813,,,29.8178493976593,126.92522097183837,0.7952216267585754
